place_id,name,state,lga,lat,lon,use_for_reachability,anchor_source,anchor_status,anchor_lat,anchor_lon,road_snap_distance_m,road_snap_status,road_snap_highway,road_snap_road_name,input_lat,input_lon,gazetteer_type,gazetteer_lga,gazetteer_seen_types,area_sqkm,point_method,is_hub,place_type,loc_code,source,source_objectid,official_name_raw,graph_node,official_centre_lat,official_centre_lon,roadpoint_offset_m,graph_component_id,hub_component_candidate_count,all_component_candidate_count,mainland_filter_reason,gazetteer_ref_number,input_to_anchor_distance_m,road_snap_lat,road_snap_lon,road_snap_search_radius_m,road_snap_edge_u,road_snap_edge_v,road_snap_edge_key,road_snap_osmid,road_snap_edge_length_m,road_snap_used_avoided_road_type
qld_locality_78,Annerley,QLD,Brisbane City,-27.51220362,153.032948,TRUE,qld_gazetteer_settlement_point,gazetteer_settlement_exact_name_exact_lga,-27.51222,153.03306,11.1,snapped_to_nearest_usable_road,,,-27.5127091,153.0328518,SUB,Brisbane City,SUB,2.802418,road_node_inside_locality_hub_component,0,locality_road_representative_point,78,qld_admin_boundaries_locality_boundary,8,Annerley,3169605,-27.5128152,153.0325387,37.3,0,663,663,,43065,58.1,-27.51220362,153.032948,50,3169610,3169605,0,,94,FALSE
qld_locality_79,Anstead,QLD,Brisbane City,-27.54108935,152.8622456,TRUE,qld_gazetteer_settlement_point,gazetteer_settlement_exact_name_exact_lga,-27.54111,152.86222,3.4,snapped_to_nearest_usable_road,,,-27.5371126,152.8664678,SUB,Brisbane City,SUB,14.283744,road_node_inside_locality_hub_component,0,locality_road_representative_point,79,qld_admin_boundaries_locality_boundary,56,Anstead,2520137,-27.5380689,152.8666802,122.4,0,127,127,,41502,610.7,-27.54108935,152.8622456,50,2026014,2026023,0,,695.3,FALSE
qld_locality_4061,Anthony,QLD,Scenic Rim Regional,-27.8780999,152.6840632,TRUE,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-27.8780999,152.6840632,0,snapped_to_nearest_usable_road,,,-27.8780999,152.6840632,,,LOCB,13.833212999999999,road_node_inside_locality_hub_component,0,locality_road_representative_point,4061,qld_admin_boundaries_locality_boundary,57,Anthony,2569417,-27.8808882,152.6883003,588,0,6,6,,,0,-27.8780999,152.6840632,50,2569417,2569373,0,,1278.7,FALSE
qld_locality_4222,Antigua,QLD,Fraser Coast Regional,-25.6342087,152.5930899,TRUE,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-25.6342087,152.5930899,0,snapped_to_nearest_usable_road,,,-25.6342087,152.5930899,,,LOCB,17.169773,road_node_inside_locality_hub_component,0,locality_road_representative_point,4222,qld_admin_boundaries_locality_boundary,58,Antigua,1935829,-25.6356837,152.5913621,264.9,0,16,16,,,0,-25.6342087,152.5930899,50,1935804,1935829,0,,1709.1,FALSE
qld_locality_3350,Apple Tree Creek,QLD,Bundaberg Regional,-25.22431023,152.2372966,TRUE,qld_gazetteer_settlement_point,gazetteer_settlement_exact_name_exact_lga,-25.22444,152.23833,103.9,snapped_to_nearest_usable_road,,,-25.232229,152.2247044,POPL,Bundaberg Regional,STRM;POPL;LOCB,23.721154,road_node_inside_locality_hub_component,0,locality_road_representative_point,3350,qld_admin_boundaries_locality_boundary,39,Apple Tree Creek,2184272,-25.2335191,152.222727,271.4,0,102,102,,40969,1621.3,-25.22431023,152.2372966,200,1749678,1728420,0,,256.5,FALSE
qld_locality_82,Applethorpe,QLD,Southern Downs Regional,-28.61768397,151.9552096,TRUE,qld_gazetteer_settlement_point,gazetteer_settlement_exact_name_exact_lga,-28.6175,151.95528,21.7,snapped_to_nearest_usable_road,,,-28.6183287,151.9377261,POPL,Southern Downs Regional,POPL;LOCB,46.688128,road_node_inside_locality_hub_component,0,locality_road_representative_point,82,qld_admin_boundaries_locality_boundary,40,Applethorpe,2304247,-28.615825,151.9356042,395.7,0,136,136,,697,1715.9,-28.61768397,151.9552096,50,2285677,2285675,0,,207.7,FALSE
qld_locality_4488,Araluen,QLD,Gympie Regional,-26.1569442,152.662203,TRUE,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-26.1569442,152.662203,0,snapped_to_nearest_usable_road,,,-26.1569442,152.662203,,,LOCB,5.841056,road_node_inside_locality_hub_component,0,locality_road_representative_point,4488,qld_admin_boundaries_locality_boundary,43,Araluen,1920875,-26.1584039,152.6597336,329.2,0,76,76,,,0,-26.1569442,152.662203,50,1920875,1920837,0,,603.9,FALSE
qld_locality_83,Aramac,QLD,Barcaldine Regional,-22.97191662,145.2428131,TRUE,qld_gazetteer_settlement_point,gazetteer_settlement_exact_name_exact_lga,-22.97194,145.24306,25.2,snapped_to_nearest_usable_road,,,-22.4143888,145.4819674,POPL,Barcaldine Regional,POPL;LOCB,15247.39074,road_node_inside_locality_hub_component,0,locality_road_representative_point,83,qld_admin_boundaries_locality_boundary,44,Aramac,528905,-22.457547,145.4775388,5221.1,0,186,188,,723,66665.5,-22.97191662,145.2428131,50,674344,674345,0,,185.1,FALSE
qld_locality_84,Aramara,QLD,Fraser Coast Regional,-25.61123867,152.3214341,TRUE,qld_gazetteer_settlement_point,gazetteer_settlement_exact_name_exact_lga,-25.61139,152.32139,17.5,snapped_to_nearest_usable_road,,,-25.5904801,152.3765379,POPL,Fraser Coast Regional,POPL;LOCB,77.201814,road_node_inside_locality_hub_component,0,locality_road_representative_point,84,qld_admin_boundaries_locality_boundary,45,Aramara,2192111,-25.6009829,152.357072,2525.1,0,15,15,,727,5999,-25.61123867,152.3214341,50,2200231,2200128,0,,1246.1,FALSE
qld_locality_85,Arana Hills,QLD,Moreton Bay City,-27.39323003,152.9544867,TRUE,qld_gazetteer_settlement_point,gazetteer_settlement_exact_name_exact_lga,-27.39333,152.95472,25.4,snapped_to_nearest_usable_road,,,-27.3947988,152.9539584,SUB,Moreton Bay City,SUB,3.7091930000000004,road_node_inside_locality_hub_component,0,locality_road_representative_point,85,qld_admin_boundaries_locality_boundary,46,Arana Hills,2074514,-27.394653,152.9535012,54.1,0,467,467,,49592,179.8,-27.39323003,152.9544867,50,2076050,2076060,0,,243,FALSE
qld_locality_4062,Aratula,QLD,Scenic Rim Regional,-27.98139923,152.5486232,TRUE,qld_gazetteer_settlement_point,gazetteer_settlement_exact_name_exact_lga,-27.98139,152.54861,1.6,snapped_to_nearest_usable_road,,,-27.9858137,152.5383881,POPL,Scenic Rim Regional,POPL;LOCB,26.248943,road_node_inside_locality_hub_component,0,locality_road_representative_point,4062,qld_admin_boundaries_locality_boundary,48,Aratula,2404306,-27.9843283,152.5382453,187.9,0,62,62,,40970,1117.8,-27.98139923,152.5486232,50,2409101,2409116,0,,20.2,FALSE
qld_locality_93,Archerfield,QLD,Brisbane City,-27.57171448,153.0121866,TRUE,qld_gazetteer_settlement_point,gazetteer_settlement_exact_name_exact_lga,-27.57111,153.00778,435.1,snapped_to_nearest_usable_road,,,-27.5685207,153.0143568,SUB,Brisbane City,SUB,4.363734999999999,road_node_inside_locality_hub_component,0,locality_road_representative_point,93,qld_admin_boundaries_locality_boundary,53,Archerfield,3875977,-27.5672248,153.0103911,470.5,0,367,367,,44213,709.3,-27.57171448,153.0121866,800,3875926,3875940,0,,63.6,FALSE
qld_locality_97,Armstrong Beach,QLD,Mackay Regional,-21.45249644,149.2903734,TRUE,qld_gazetteer_settlement_point,gazetteer_settlement_exact_name_exact_lga,-21.4525,149.29056,19.2,snapped_to_nearest_usable_road,,,-21.444743,149.2757919,POPL,Mackay Regional,BCH;POPL;LOCB,21.370481,road_node_inside_locality_hub_component,0,locality_road_representative_point,97,qld_admin_boundaries_locality_boundary,120,Armstrong Beach,1007166,-21.4448418,149.2682407,840.7,0,58,58,,831,1755,-21.45249644,149.2903734,50,1012317,1012349,0,,629.3,FALSE
qld_locality_98,Armstrong Creek,QLD,Moreton Bay City,-27.2285902,152.7890559,TRUE,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-27.2285902,152.7890559,0,snapped_to_nearest_usable_road,,,-27.2285902,152.7890559,,,STRM;LOCB,24.588044,road_node_inside_locality_hub_component,0,locality_road_representative_point,98,qld_admin_boundaries_locality_boundary,121,Armstrong Creek,1946465,-27.2283768,152.7951525,679.2,0,67,69,,,0,-27.2285902,152.7890559,50,1946318,1946465,0,,469.3,FALSE
qld_locality_3971,Aroona,QLD,Sunshine Coast Regional,-26.78312734,153.1170898,TRUE,qld_gazetteer_settlement_point,gazetteer_settlement_exact_name_exact_lga,-26.78306,153.11694,16.5,snapped_to_nearest_usable_road,,,-26.7823585,153.1157151,SUB,Sunshine Coast Regional,SUB,1.881081,road_node_inside_locality_hub_component,0,locality_road_representative_point,3971,qld_admin_boundaries_locality_boundary,122,Aroona,3379408,-26.7824519,153.1159994,33.7,0,152,152,,48499,144.5,-26.78312734,153.1170898,50,3380275,3281932,0,,118.3,FALSE
qld_locality_102,Arundel,QLD,Gold Coast City,-27.93868066,153.3637712,TRUE,qld_gazetteer_settlement_point,gazetteer_settlement_exact_name_exact_lga,-27.93861,153.36389,14,snapped_to_nearest_usable_road,,,-27.9401406,153.3641197,SUB,Gold Coast City,PRSH;SUB,10.336643,road_node_inside_locality_hub_component,0,locality_road_representative_point,102,qld_admin_boundaries_locality_boundary,124,Arundel,2965851,-27.9403947,153.3643183,38.9,0,916,916,,49865,171.7,-27.93868066,153.3637712,50,2965930,2965929,0,,123.5,FALSE
qld_locality_103,Ascot,QLD,Brisbane City,-27.4300656,153.0635965,TRUE,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-27.4300656,153.0635965,0,snapped_to_nearest_usable_road,,,-27.4300656,153.0635965,,,PRSH,2.762454,road_node_inside_locality_hub_component,0,locality_road_representative_point,103,qld_admin_boundaries_locality_boundary,125,Ascot,3535136,-27.429685,153.0638796,57.2,0,270,270,,,0,-27.4300656,153.0635965,50,3535132,3535136,0,,81,FALSE
qld_locality_4134,Ascot,QLD,Toowoomba Regional,-27.829814,151.9982619,TRUE,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-27.829814,151.9982619,0,snapped_to_nearest_usable_road,,,-27.829814,151.9982619,,,PRSH,33.235587,road_node_inside_locality_hub_component,0,locality_road_representative_point,4134,qld_admin_boundaries_locality_boundary,126,Ascot,2562534,-27.8279677,151.9986863,237.2,0,13,13,,,0,-27.829814,151.9982619,50,2562534,2561803,0,,2060.7,FALSE
qld_locality_5143,Ashfield,QLD,Bundaberg Regional,-24.8718728,152.3973137,TRUE,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-24.8718728,152.3973137,0,snapped_to_nearest_usable_road,,,-24.8718728,152.3973137,,,LOCB,4.898085999999999,road_node_inside_locality_hub_component,0,locality_road_representative_point,5143,qld_admin_boundaries_locality_boundary,127,Ashfield,955032,-24.8723625,152.3977422,76.7,0,93,93,,,0,-24.8718728,152.3973137,50,955032,955031,0,,259.1,FALSE
qld_locality_104,Ashgrove,QLD,Brisbane City,-27.44177911,152.9833279,TRUE,qld_gazetteer_settlement_point,gazetteer_settlement_exact_name_exact_lga,-27.44167,152.98333,12.2,snapped_to_nearest_usable_road,,,-27.4429106,152.9829197,SUB,Brisbane City,SUB,5.863325,road_node_inside_locality_hub_component,0,locality_road_representative_point,104,qld_admin_boundaries_locality_boundary,128,Ashgrove,1659684,-27.4429905,152.9827925,17.4,0,799,799,,52512,143.8,-27.44177911,152.9833279,50,1661064,1661052,0,,128.5,FALSE
qld_locality_105,Ashmore,QLD,Gold Coast City,-27.9889448,153.3786755,TRUE,qld_gazetteer_settlement_point,gazetteer_settlement_exact_name_exact_lga,-27.98917,153.37861,26.1,snapped_to_nearest_usable_road,,,-27.9872441,153.3720841,SUB,Gold Coast City,SUB,6.847388,road_node_inside_locality_hub_component,0,locality_road_representative_point,105,qld_admin_boundaries_locality_boundary,129,Ashmore,2940938,-27.9878777,153.372322,84.1,0,1001,1001,,46025,675.6,-27.9889448,153.3786755,50,2941273,2941386,0,,199.7,FALSE
qld_locality_5193,Ashwell,QLD,Ipswich City,-27.6199203,152.5559072,TRUE,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-27.6199203,152.5559072,0,snapped_to_nearest_usable_road,,,-27.6199203,152.5559072,,,LOCB,7.532018,road_node_inside_locality_hub_component,0,locality_road_representative_point,5193,qld_admin_boundaries_locality_boundary,130,Ashwell,2444802,-27.6247308,152.5526733,703.5,0,16,16,,,0,-27.6199203,152.5559072,50,2407328,2444802,0,,1001.7,FALSE
qld_locality_106,Aspley,QLD,Brisbane City,-27.36347069,153.0191977,TRUE,qld_gazetteer_settlement_point,gazetteer_settlement_exact_name_exact_lga,-27.36361,153.01917,15.9,snapped_to_nearest_usable_road,,,-27.3657058,153.0170816,SUB,Brisbane City,SUB,6.4880580000000005,road_node_inside_locality_hub_component,0,locality_road_representative_point,106,qld_admin_boundaries_locality_boundary,131,Aspley,3238708,-27.3656924,153.0169606,13.6,0,1049,1049,,43037,311.2,-27.36347069,153.0191977,50,3574885,3574911,0,,332.1,FALSE
qld_locality_107,Atherton,QLD,Tablelands Regional,-17.26607291,145.4785327,TRUE,qld_gazetteer_settlement_point,gazetteer_settlement_exact_name_exact_lga,-17.26583,145.47806,57.1,snapped_to_nearest_usable_road,,,-17.2705655,145.482423,POPL,Tablelands Regional,POPL;LOCB,94.141224,road_node_inside_locality_hub_component,0,locality_road_representative_point,107,qld_admin_boundaries_locality_boundary,132,Atherton,213053,-17.2700866,145.4819223,78.9,0,755,755,,951,701.4,-17.26607291,145.4785327,100,220965,220973,0,,221,FALSE
qld_locality_5115,Athol,QLD,Toowoomba Regional,-27.6154845,151.7752471,TRUE,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-27.6154845,151.7752471,0,snapped_to_nearest_usable_road,,,-27.6154845,151.7752471,,,LOCB,26.510045,road_node_inside_locality_hub_component,0,locality_road_representative_point,5115,qld_admin_boundaries_locality_boundary,133,Athol,2342726,-27.6126169,151.7692832,755.3,0,43,43,,,0,-27.6154845,151.7752471,50,2342726,2342705,0,,785.4,FALSE
qld_locality_111,Atkinsons Dam,QLD,Somerset Regional,-27.4137515,152.4307279,TRUE,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-27.4137515,152.4307279,0,snapped_to_nearest_usable_road,,,-27.4137515,152.4307279,,,LOCB,26.671944,road_node_inside_locality_hub_component,0,locality_road_representative_point,111,qld_admin_boundaries_locality_boundary,134,Atkinsons Dam,1910164,-27.4137077,152.426039,522,0,20,20,,,0,-27.4137515,152.4307279,50,1910184,1910164,0,,1686.4,FALSE
qld_locality_113,Aubigny,QLD,Toowoomba Regional,-27.5210907,151.6470053,TRUE,qld_gazetteer_settlement_point,gazetteer_settlement_exact_name_exact_lga,-27.52306,151.64639,228.9,snapped_to_nearest_usable_road,,,-27.5038981,151.6635723,POPL,Toowoomba Regional,CNTY;POPL;LOCB,57.395545999999996,road_node_inside_locality_hub_component,0,locality_road_representative_point,113,qld_admin_boundaries_locality_boundary,135,Aubigny,1717273,-27.5094056,151.665969,740.9,0,61,61,,981,2722.4,-27.5210907,151.6470053,400,1718343,2343321,0,,3374.6,FALSE
qld_locality_3541,Auchenflower,QLD,Brisbane City,-27.47327197,152.9937176,TRUE,qld_gazetteer_settlement_point,gazetteer_settlement_exact_name_exact_lga,-27.47333,152.99389,18,snapped_to_nearest_usable_road,,,-27.4745128,152.9951896,SUB,Brisbane City,SUB,1.4986100000000002,road_node_inside_locality_hub_component,0,locality_road_representative_point,3541,qld_admin_boundaries_locality_boundary,137,Auchenflower,3200663,-27.4746174,152.9949435,30.4,0,276,276,,52213,183.7,-27.47327197,152.9937176,50,3659056,3658937,0,,33.2,FALSE
qld_locality_118,Augathella,QLD,Murweh Shire,-25.79488849,146.5858655,TRUE,qld_gazetteer_settlement_point,gazetteer_settlement_exact_name_exact_lga,-25.79472,146.58583,19.2,snapped_to_nearest_usable_road,,,-25.7982225,146.5877491,POPL,Murweh Shire,POPL;PRSH;LOCB,1459.050516,road_node_inside_locality_hub_component,0,locality_road_representative_point,118,qld_admin_boundaries_locality_boundary,55,Augathella,801709,-25.7991228,146.5885987,146.1,0,146,146,,1008,434.3,-25.79488849,146.5858655,50,587848,799483,0,,87.3,FALSE
qld_locality_5680,Augustine Heights,QLD,Ipswich City,-27.66051526,152.8830792,TRUE,qld_gazetteer_settlement_point,gazetteer_settlement_exact_name_exact_lga,-27.66056,152.88306,5.4,snapped_to_nearest_usable_road,,,-27.6610925,152.8787302,SUB,Ipswich City,SUB,5.1381499999999996,road_node_inside_locality_hub_component,0,locality_road_representative_point,5680,qld_admin_boundaries_locality_boundary,106,Augustine Heights,2531385,-27.6605538,152.8792439,88.6,0,418,418,,46145,430.5,-27.66051526,152.8830792,50,2531460,2531533,0,,223.8,FALSE
qld_locality_121,Aurukun,QLD,Aurukun Shire,-13.35869965,141.7287788,TRUE,qld_gazetteer_settlement_point,gazetteer_settlement_exact_name_exact_lga,-13.35861,141.72806,79.6,snapped_to_nearest_usable_road,,,-13.3705693,141.7312577,POPL,Aurukun Shire,POPL;LOCB,7407.634426,road_node_inside_locality_hub_component,0,locality_road_representative_point,121,qld_admin_boundaries_locality_boundary,107,Aurukun,308787,-13.6020674,141.7706817,26862,0,100,109,,1026,1374.1,-13.35869965,141.7287788,100,308810,308818,0,,657.9,FALSE
qld_locality_120,Aurukun,QLD,Cook Shire,-13.35869965,141.7287788,TRUE,qld_gazetteer_settlement_point,gazetteer_settlement_exact_name_only_review_lga,-13.35861,141.72806,79.6,snapped_to_nearest_usable_road,,,-12.5645927,142.1508962,POPL,Aurukun Shire,POPL;LOCB,6.2690980000000005,official_representative_point_no_graph_node_inside_locality,0,locality_representative_point,120,qld_admin_boundaries_locality_boundary,108,Aurukun,,-12.5645927,142.1508962,,,0,0,,1026,99471.8,-13.35869965,141.7287788,100,308810,308818,0,,657.9,FALSE
qld_locality_122,Austinville,QLD,Gold Coast City,-28.156617,153.3131545,TRUE,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-28.156617,153.3131545,0,snapped_to_nearest_usable_road,,,-28.156617,153.3131545,,,LOCB,21.323763,road_node_inside_locality_hub_component,0,locality_road_representative_point,122,qld_admin_boundaries_locality_boundary,109,Austinville,2829089,-28.157046,153.3124674,93.7,0,92,92,,,0,-28.156617,153.3131545,50,2828843,2829089,0,,116.5,FALSE
qld_locality_124,Avenell Heights,QLD,Bundaberg Regional,-24.8885836,152.3693032,TRUE,qld_gazetteer_settlement_point,gazetteer_settlement_exact_name_exact_lga,-24.88861,152.36917,13.6,snapped_to_nearest_usable_road,,,-24.8898392,152.3657247,SUB,Bundaberg Regional,SUB,3.034271,road_node_inside_locality_hub_component,0,locality_road_representative_point,124,qld_admin_boundaries_locality_boundary,110,Avenell Heights,957244,-24.8897729,152.3655114,25.1,0,224,224,,48364,373.4,-24.8885836,152.3693032,50,950226,950248,0,,72.7,FALSE
qld_locality_5119,Avoca,QLD,Bundaberg Regional,-24.8834704,152.3079487,TRUE,qld_gazetteer_settlement_point,gazetteer_settlement_exact_name_exact_lga,-24.88306,152.30806,47.3,snapped_to_nearest_usable_road,,,-24.881066,152.3070315,SUB,Bundaberg Regional,PRSH;SUB,5.9804010000000005,road_node_inside_locality_hub_component,0,locality_road_representative_point,5119,qld_admin_boundaries_locality_boundary,112,Avoca,939543,-24.8812042,152.3066734,43.3,0,443,443,,44682,244.8,-24.8834704,152.3079487,50,939521,939499,0,,146.9,FALSE
qld_locality_127,Avondale,QLD,Bundaberg Regional,-24.73937584,152.1607967,TRUE,qld_gazetteer_settlement_point,gazetteer_settlement_exact_name_exact_lga,-24.73917,152.16083,23.3,snapped_to_nearest_usable_road,,,-24.7698359,152.1426203,POPL,Bundaberg Regional,POPL;LOCB,70.009519,road_node_inside_locality_hub_component,0,locality_road_representative_point,127,qld_admin_boundaries_locality_boundary,113,Avondale,1087161,-24.7644957,152.1428734,655.3,0,81,81,,1049,3874.1,-24.73937584,152.1607967,50,943077,942992,0,,285.8,FALSE
qld_locality_128,Ayr,QLD,Burdekin Shire,-19.57448217,147.4067169,TRUE,qld_gazetteer_settlement_point,gazetteer_settlement_exact_name_exact_lga,-19.57444,147.40667,6.8,snapped_to_nearest_usable_road,,,-19.5622973,147.4052563,POPL,Burdekin Shire,POPL;LOCB,29.14248,road_node_inside_locality_hub_component,0,locality_road_representative_point,128,qld_admin_boundaries_locality_boundary,114,Ayr,741303,-19.5627298,147.4040932,139.2,0,648,648,,1066,1358.3,-19.57448217,147.4067169,50,741067,741070,0,,11,FALSE
qld_locality_130,Babinda,QLD,Cairns Regional,-17.34226087,145.9238368,TRUE,qld_gazetteer_settlement_point,gazetteer_settlement_exact_name_exact_lga,-17.34222,145.92361,24.6,snapped_to_nearest_usable_road,,,-17.3354921,145.9368848,POPL,Cairns Regional,POPL;LOCB,39.813126,road_node_inside_locality_hub_component,0,locality_road_representative_point,130,qld_admin_boundaries_locality_boundary,115,Babinda,267294,-17.3340414,145.9363699,178.6,0,143,143,,1081,1595.3,-17.34226087,145.9238368,50,270848,270878,0,,181.6,FALSE
